ID,FP,BU Region,Approved,On hold,Sourcing start,Interview start,Interview end,Offered,Filled,Status
38,FT,Central,2018-01-22,,2018-01-28 00:00:00,2018-02-10 00:00:00,2018-03-05 00:00:00,2018-03-12 00:00:00,2018-03-21 00:00:00,Filled
112,PT,Midwest,2018-01-12,,2018-01-19 00:00:00,2018-01-30 00:00:00,2018-02-18 00:00:00,2018-02-24 00:00:00,2018-03-02 00:00:00,Filled
57,PT,Northwest,2018-01-14,,2018-01-19 00:00:00,2018-02-06 00:00:00,2018-02-24 00:00:00,2018-03-02 00:00:00,2018-03-11 00:00:00,Filled
7,FT,North,2018-02-16,,2018-02-23 00:00:00,2018-03-05 00:00:00,2018-03-22 00:00:00,2018-03-28 00:00:00,,Offered
151,PT,South,2018-03-30,,,,,,,Approved
48,FT,East,2018-02-23,,2018-02-28 00:00:00,2018-03-13 00:00:00,2018-03-30 00:00:00,,,Interview end
164,FT,North,2018-02-20,,2018-02-28 00:00:00,2018-03-16 00:00:00,,,,Interview start
11,PT,East,2018-01-11,,2018-01-20 00:00:00,2018-02-07 00:00:00,2018-03-03 00:00:00,2018-03-10 00:00:00,2018-03-18 00:00:00,Filled
4,FT,East,2018-01-15,,2018-01-20 00:00:00,2018-01-31 00:00:00,2018-02-22 00:00:00,2018-02-27 00:00:00,2018-03-06 00:00:00,Filled
155,FT,Northwest,2018-03-22,,2018-03-28 00:00:00,,,,,Sourcing start
180,FT,South,2018-02-26,,2018-03-03 00:00:00,2018-03-22 00:00:00,,,,Interview start
19,PT,Northwest,2018-01-12,,2018-01-17 00:00:00,2018-01-28 00:00:00,2018-02-19 00:00:00,2018-02-25 00:00:00,2018-03-04 00:00:00,Filled
37,PT,Midwest,2018-03-12,,2018-03-18 00:00:00,2018-03-31 00:00:00,,,,Interview start
91,PT,Midwest,2018-02-11,,2018-02-17 00:00:00,2018-03-08 00:00:00,,,,Interview start
123,FT,West,2018-02-23,,2018-03-04 00:00:00,2018-03-18 00:00:00,,,,Interview start
33,PT,Northwest,2018-02-09,,2018-02-15 00:00:00,2018-03-05 00:00:00,,,,Interview start
71,PT,Central,2018-01-29,,2018-02-04 00:00:00,2018-02-19 00:00:00,2018-03-12 00:00:00,2018-03-18 00:00:00,2018-03-26 00:00:00,Filled
59,PT,East,2018-02-21,,2018-02-26 00:00:00,2018-03-08 00:00:00,,,,Interview start
9,PT,West,2018-01-27,,2018-02-02 00:00:00,2018-02-21 00:00:00,2018-03-10 00:00:00,2018-03-18 00:00:00,2018-03-25 00:00:00,Filled
66,FT,East,2018-03-10,,2018-03-19 00:00:00,,,,,Sourcing start
143,FT,Northwest,2018-01-03,,2018-01-12 00:00:00,2018-01-31 00:00:00,2018-02-24 00:00:00,2018-03-03 00:00:00,2018-03-09 00:00:00,Filled
82,FT,Northwest,2018-03-03,,2018-03-10 00:00:00,2018-03-27 00:00:00,,,,Interview start
193,FT,West,2018-03-17,,2018-03-25 00:00:00,,,,,Sourcing start
127,PT,Northwest,2018-03-16,,2018-03-22 00:00:00,,,,,Sourcing start
110,FT,Midwest,2018-01-25,,2018-01-31 00:00:00,2018-02-19 00:00:00,2018-03-10 00:00:00,2018-03-19 00:00:00,2018-03-28 00:00:00,Filled
63,PT,East,2018-02-25,,2018-03-06 00:00:00,2018-03-16 00:00:00,,,,Interview start
35,FT,Midwest,2018-02-01,,2018-02-08 00:00:00,2018-02-18 00:00:00,2018-03-05 00:00:00,2018-03-13 00:00:00,2018-03-20 00:00:00,Filled
148,PT,East,2018-01-21,,2018-01-26 00:00:00,2018-02-05 00:00:00,2018-02-20 00:00:00,2018-02-26 00:00:00,2018-03-06 00:00:00,Filled
152,FT,Central,2018-01-16,,2018-01-25 00:00:00,2018-02-12 00:00:00,2018-03-09 00:00:00,2018-03-17 00:00:00,2018-03-23 00:00:00,Filled
67,PT,North,2018-02-21,,2018-02-28 00:00:00,2018-03-15 00:00:00,2018-03-30 00:00:00,,,Interview end
75,FT,Central,2018-02-12,,2018-02-17 00:00:00,2018-03-01 00:00:00,2018-03-21 00:00:00,2018-03-26 00:00:00,,Offered
53,FT,Midwest,2018-03-27,,,,,,,Approved
17,PT,North,2018-02-11,,2018-02-20 00:00:00,2018-03-03 00:00:00,2018-03-29 00:00:00,,,Interview end
23,PT,Northwest,2018-02-05,,2018-02-14 00:00:00,2018-03-02 00:00:00,2018-03-22 00:00:00,2018-03-31 00:00:00,,Offered
161,FT,North,2018-01-30,,2018-02-06 00:00:00,2018-02-24 00:00:00,2018-03-15 00:00:00,2018-03-23 00:00:00,2018-03-30 00:00:00,Filled
85,PT,North,2018-02-02,,2018-02-07 00:00:00,2018-02-21 00:00:00,2018-03-16 00:00:00,2018-03-22 00:00:00,2018-03-27 00:00:00,Filled
149,FT,Midwest,2018-03-27,,,,,,,Approved
93,PT,South,2018-02-09,,2018-02-17 00:00:00,2018-03-05 00:00:00,2018-03-20 00:00:00,2018-03-29 00:00:00,,Offered
100,FT,Northwest,2018-01-10,,2018-01-15 00:00:00,2018-02-02 00:00:00,2018-03-01 00:00:00,2018-03-06 00:00:00,2018-03-11 00:00:00,Filled
86,PT,Central,2018-03-16,,2018-03-23 00:00:00,,,,,Sourcing start
182,FT,North,2018-01-11,,2018-01-20 00:00:00,2018-02-06 00:00:00,2018-02-23 00:00:00,2018-03-01 00:00:00,2018-03-08 00:00:00,Filled
81,PT,Central,2018-02-04,,2018-02-13 00:00:00,2018-02-27 00:00:00,2018-03-22 00:00:00,2018-03-27 00:00:00,,Offered
6,FT,Central,2018-02-23,,2018-03-02 00:00:00,2018-03-15 00:00:00,,,,Interview start
44,FT,South,2018-03-28,,,,,,,Approved
185,FT,West,2018-01-18,,2018-01-24 00:00:00,2018-02-04 00:00:00,2018-02-23 00:00:00,2018-03-04 00:00:00,2018-03-12 00:00:00,Filled
169,PT,Northwest,2018-02-19,,2018-02-27 00:00:00,2018-03-15 00:00:00,,,,Interview start
118,PT,West,2018-03-09,,2018-03-18 00:00:00,,,,,Sourcing start
172,FT,Midwest,2018-01-28,,2018-02-05 00:00:00,2018-02-24 00:00:00,2018-03-13 00:00:00,2018-03-19 00:00:00,2018-03-28 00:00:00,Filled
198,PT,Northwest,2018-02-14,,2018-02-22 00:00:00,2018-03-07 00:00:00,2018-03-28 00:00:00,,,Interview end
56,FT,South,2018-01-22,,2018-01-29 00:00:00,2018-02-15 00:00:00,2018-03-09 00:00:00,2018-03-17 00:00:00,2018-03-24 00:00:00,Filled
165,FT,Midwest,2018-02-06,,2018-02-15 00:00:00,2018-03-04 00:00:00,2018-03-26 00:00:00,,,Interview end
