ID,FP,BU Region,Approved,On hold,Sourcing start,Interview start,Interview end,Offered,Filled,Status
109,PT,Northwest,2018-08-30,,2018-09-07 00:00:00,2018-09-26 00:00:00,2018-10-17 00:00:00,2018-10-24 00:00:00,2018-10-30 00:00:00,Filled
39,PT,Northwest,2018-10-27,,,,,,,Approved
16,FT,North,2018-09-10,,2018-09-16 00:00:00,2018-10-04 00:00:00,2018-10-30 00:00:00,,,Interview end
131,FT,Northwest,2018-10-11,,2018-10-19 00:00:00,,,,,Sourcing start
64,PT,Midwest,2018-09-11,,2018-09-17 00:00:00,2018-09-29 00:00:00,2018-10-18 00:00:00,2018-10-27 00:00:00,,Offered
186,FT,East,2018-08-05,,2018-08-10 00:00:00,2018-08-28 00:00:00,2018-09-26 00:00:00,2018-10-02 00:00:00,2018-10-08 00:00:00,Filled
156,FT,Northwest,2018-09-21,,2018-09-28 00:00:00,2018-10-16 00:00:00,,,,Interview start
168,FT,Central,2018-09-28,,2018-10-04 00:00:00,2018-10-16 00:00:00,,,,Interview start
177,FT,Northwest,2018-08-12,,2018-08-20 00:00:00,2018-09-03 00:00:00,2018-09-20 00:00:00,2018-09-25 00:00:00,2018-10-02 00:00:00,Filled
46,FT,East,2018-09-14,,2018-09-21 00:00:00,2018-10-06 00:00:00,,,,Interview start
25,FT,Midwest,2018-09-30,,2018-10-06 00:00:00,2018-10-21 00:00:00,,,,Interview start
45,FT,South,2018-10-23,,2018-10-28 00:00:00,,,,,Sourcing start
134,PT,Midwest,2018-09-11,,2018-09-18 00:00:00,2018-10-03 00:00:00,2018-10-31 00:00:00,,,Interview end
30,PT,Midwest,2018-10-23,,,,,,,Approved
176,FT,North,2018-10-26,,,,,,,Approved
146,FT,West,2018-08-29,,2018-09-03 00:00:00,2018-09-18 00:00:00,2018-10-11 00:00:00,2018-10-20 00:00:00,2018-10-25 00:00:00,Filled
49,PT,North,2018-10-27,,,,,,,Approved
120,PT,South,2018-09-25,,2018-10-03 00:00:00,2018-10-20 00:00:00,,,,Interview start
