ID,FP,BU Region,Approved,On hold,Sourcing start,Interview start,Interview end,Offered,Filled,Status
78,FT,South,2018-11-09,,2018-11-15 00:00:00,2018-11-25 00:00:00,2018-12-12 00:00:00,2018-12-19 00:00:00,2018-12-27 00:00:00,Filled
68,FT,North,2018-09-25,,2018-10-03 00:00:00,2018-10-22 00:00:00,2018-11-20 00:00:00,2018-11-28 00:00:00,2018-12-06 00:00:00,Filled
39,PT,Northwest,2018-10-27,,2018-11-04 00:00:00,2018-11-20 00:00:00,2018-12-06 00:00:00,2018-12-11 00:00:00,2018-12-20 00:00:00,Filled
131,FT,Northwest,2018-10-11,,2018-10-19 00:00:00,2018-11-05 00:00:00,2018-11-30 00:00:00,2018-12-07 00:00:00,2018-12-12 00:00:00,Filled
69,PT,South,2018-11-03,,2018-11-12 00:00:00,2018-11-27 00:00:00,2018-12-14 00:00:00,2018-12-23 00:00:00,,Offered
188,FT,Midwest,2018-11-07,,2018-11-15 00:00:00,2018-12-03 00:00:00,2018-12-24 00:00:00,2018-12-30 00:00:00,,Offered
101,FT,East,2018-12-20,,2018-12-29 00:00:00,,,,,Sourcing start
2,PT,Midwest,2018-12-01,,2018-12-06 00:00:00,2018-12-21 00:00:00,,,,Interview start
74,PT,Central,2018-11-30,,2018-12-09 00:00:00,2018-12-28 00:00:00,,,,Interview start
45,FT,South,2018-10-23,,2018-10-28 00:00:00,2018-11-11 00:00:00,2018-12-09 00:00:00,2018-12-17 00:00:00,2018-12-22 00:00:00,Filled
30,PT,Midwest,2018-10-23,,2018-11-01 00:00:00,2018-11-20 00:00:00,2018-12-17 00:00:00,2018-12-26 00:00:00,,Offered
141,FT,Northwest,2018-11-21,,2018-11-29 00:00:00,2018-12-11 00:00:00,2018-12-26 00:00:00,,,Interview end
21,PT,West,2018-12-17,,2018-12-26 00:00:00,,,,,Sourcing start
197,FT,West,2018-12-07,,2018-12-13 00:00:00,2018-12-26 00:00:00,,,,Interview start
176,FT,North,2018-10-26,,2018-11-04 00:00:00,2018-11-20 00:00:00,2018-12-19 00:00:00,2018-12-25 00:00:00,2018-12-30 00:00:00,Filled
122,PT,Midwest,2018-12-01,,2018-12-09 00:00:00,2018-12-26 00:00:00,,,,Interview start
8,PT,South,2018-12-27,,,,,,,Approved
49,PT,North,2018-10-27,,2018-11-01 00:00:00,2018-11-13 00:00:00,2018-12-09 00:00:00,2018-12-14 00:00:00,2018-12-22 00:00:00,Filled
